test	label	depth	prompt_tokens	mode	int8	contexts	valid	prefill_tps	decode_tps	quantized_pct	compress	peak_tokens
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Warm tier slots	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	MoE dispatch	host (readback)	host (readback)	host (readback)	host (readback)	host (readback)	host (readback)	host (readback)	host (readback)
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Warm loads (RAM)	4588	369	306	252	212	84	68	50
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Cold loads (pack)	0	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Evictions	4209	369	306	252	212	84	68	50
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Prefetch loads	234	5	4	2	3	1	1	1
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Hint loads	0	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Predicted loads	234	5	4	2	3	1	1	1
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Prediction prec.	47.4%	60.0%	50.0%	50.0%	33.3%	100.0%	0.0%	100.0%
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Late loads	0	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Load-ahead N	1	1	1	1	1	1	1	1
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Streamed loads	0	1	1	0	1	1	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Fence stalls	99	60	51	51	46	30	38	30
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune	Qwen3.6-35B AntiLoop+StyleTune (auto/Precision)		~700	Work requests	246	246	246	246	246	246	246	246
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	BF16	perf	1	✓	1476.5	43.3	-	-	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	BF16	perf	4	✓	3305.0	252.4	-	-	2678
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Q8_0	perf	1	✓	3719.1	73.0	100.0%	1.88x	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C0	perf	1	✓	3739.4	81.7	100.0%	2.21x	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C1	perf	1	✓	3741.0	83.1	100.0%	2.80x	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C2	perf	1	✓	3725.4	82.1	100.0%	3.23x	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C3	perf	1	✓	3739.7	77.3	100.0%	3.40x	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C4	perf	1	✓	3728.6	82.6	100.0%	3.72x	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C5	perf	1	✓	3740.0	83.4	100.0%	3.82x	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C6	perf	1	✓	3724.6	81.7	100.0%	4.44x	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C7	perf	1	✓	3742.3	81.8	100.0%	4.54x	659
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C8	perf	5	✓	3691.7	295.7	100.0%	5.05x	3337
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C9	perf	2	✓	3731.4	148.5	100.0%	5.77x	1358
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C10	perf	8	✓	3738.5	346.7	100.0%	6.10x	5316
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	C10	perf	16	✓	3384.8	399.0	100.0%	6.07x	10618
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Expert hits	877	1574	0	19	16	14	65	41
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Expert misses	2970	16	0	1	1	1	5	3
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Hit rate	22.8%	99.0%	100.0%	95.0%	94.1%	93.3%	92.9%	93.2%
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	DMA loads (H2D)	2970	16	0	1	1	1	5	3
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Hot VRAM (resident)	15006 MiB	17744 MiB	17744 MiB	17746 MiB	17747 MiB	17755 MiB	17764 MiB	17770 MiB
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Zone cedeable	16610 MiB	17189 MiB	17189 MiB	17189 MiB	17189 MiB	17189 MiB	17189 MiB	17189 MiB
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Warm tier slots	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)	9984 (95%)
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	MoE dispatch	host (readback)	host (readback)	host (readback)	host (readback)	host (readback)	host (readback)	host (readback)	host (readback)
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Warm loads (RAM)	3109	16	0	1	1	1	5	3
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Cold loads (pack)	0	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Evictions	2849	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Prefetch loads	139	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Hint loads	0	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Predicted loads	139	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Prediction prec.	49.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Late loads	0	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Load-ahead N	1	1	1	1	1	1	1	1
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Streamed loads	0	0	0	0	0	0	0	0
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Fence stalls	77	12	0	1	1	1	5	3
models::quantized_qwen36_moe::tests::test_parallel_batched_forwarding_36_35b_antiloop_styletune_performance	Qwen3.6-35B AntiLoop+StyleTune (Performance)		~700	Work requests	246	246	246	246	246	246	246	246
