test	label	depth	prompt_tokens	mode	int8	contexts	valid	prefill_tps	decode_tps	quantized_pct	compress	peak_tokens
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	Q8_Q4	prec	4	✓	14415.1	421.5	100.0%	2.29x	2658
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	Q4_0	prec	4	-	14405.2	464.2	100.0%	3.56x	2658
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	Q4_1	prec	4	-	14360.7	421.5	100.0%	3.20x	2658
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	Q4_KS	prec	4	-	14138.2	432.0	100.0%	3.20x	2658
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C0	prec	1	✓	13125.9	130.2	100.0%	1.87x	654
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C1	prec	1	✓	12880.0	131.3	100.0%	2.23x	654
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C2	prec	1	✓	12801.8	133.9	100.0%	2.41x	654
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C3	prec	1	✓	13143.1	133.6	100.0%	2.77x	654
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C4	prec	1	✓	13155.9	132.6	100.0%	3.10x	654
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C5	prec	1	✓	13151.6	131.4	100.0%	3.31x	654
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C6	prec	1	✓	12975.7	130.9	100.0%	3.50x	654
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C7	prec	1	✓	13140.9	133.7	100.0%	3.86x	654
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C8	prec	10	✓	13933.0	731.6	100.0%	3.95x	6590
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C9	prec	10	✓	13959.1	736.5	100.0%	4.27x	6590
quantized_llama__test_parallel_batched_forwarding_llama3	Llama-3.2-3B (Nidum uncensored, Q4_K_M)	-	-	C10	prec	5	✓	14153.1	523.7	100.0%	4.34x	3312
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	F32	perf	1	-	6053.8	92.7	-	-	283
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	F16	perf	1	-	6107.2	92.8	-	-	283
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	F16	perf	4	-	6790.3	341.4	-	-	1176
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	F16	perf	8	-	6399.1	503.4	-	-	2316
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	BF16	perf	1	-	6053.2	97.2	-	-	283
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	BF16	perf	8	-	6376.1	505.5	-	-	2316
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	BF16	perf	16	-	5654.3	642.3	-	-	4624
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	BF16	perf	48	-	3625.9	902.0	-	-	13796
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	Q8_0	perf	32	-	4755.0	718.8	100.0%	1.88x	9220
quantized_llama__test_parallel_batched_forwarding_llama2	Llama-2-7B-Chat (dense, Q4_0)	-	-	Q4_0	perf	32	-	4841.6	716.8	100.0%	3.56x	9220
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	BF16	perf	1	✓	6008.5	67.3	-	-	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	F16	perf	1	✓	5921.0	67.4	-	-	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	F16	perf	2	✓	6191.5	132.5	-	-	1312
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	BF16	perf	4	✓	6241.6	258.6	-	-	2586
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	Q8_0	perf	4	✓	6193.9	247.7	100.0%	1.88x	2586
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C0	perf	1	✓	5944.9	65.1	100.0%	1.90x	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C1	perf	1	✓	5965.8	66.3	100.0%	2.54x	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C2	perf	1	✓	5960.5	67.4	100.0%	2.67x	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C3	perf	1	✓	5954.4	66.6	100.0%	2.92x	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C4	perf	1	✓	5948.5	65.4	100.0%	3.31x	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C5	perf	1	✓	5924.5	65.1	100.0%	3.67x	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C6	perf	1	✓	5945.3	67.2	100.0%	4.31x	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C7	perf	1	✓	5907.9	67.0	100.0%	4.49x	636
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C8	perf	10	✓	6065.2	432.8	100.0%	4.85x	6410
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C9	perf	5	✓	6144.3	301.6	100.0%	5.47x	3222
quantized_qwen3__test_parallel_batched_forwarding	Qwen3-8B (dense, Q6_K)	-	-	C10	perf	5	✓	6117.7	304.5	100.0%	5.85x	3222
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	F16	prec	1	✓	5533.8	118.1	-	-	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	BF16	prec	1	✓	5524.0	120.1	-	-	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	BF16	prec	4	✓	5956.0	419.1	-	-	2678
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	Q8_0	prec	4	✓	5937.6	420.4	100.0%	1.88x	2678
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C0	prec	1	✓	5510.3	132.8	100.0%	2.12x	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C1	prec	1	✓	5511.9	131.7	100.0%	2.43x	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C2	prec	1	✓	5498.4	131.4	100.0%	2.82x	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C3	prec	1	✓	5498.9	129.1	100.0%	3.12x	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C4	prec	1	✓	5501.8	130.3	100.0%	3.46x	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C5	prec	1	✓	5496.2	130.5	100.0%	3.62x	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C6	prec	1	✓	5487.8	130.4	100.0%	3.96x	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C7	prec	1	✓	5506.4	130.7	100.0%	4.03x	659
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C8	prec	20	✓	5833.0	874.3	100.0%	4.49x	13278
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C9	prec	5	✓	5934.4	472.3	100.0%	5.00x	3337
quantized_qwen35__test_parallel_batched_forwarding_9b	Qwen3.5-9B (hybrid dense)	-	-	C10	prec	10	✓	5800.6	700.5	100.0%	5.13x	6640
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	BF16	perf	1	✓	1729.8	60.3	-	-	659
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	BF16	perf	4	✓	1761.6	219.8	-	-	2678
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	Q8_0	perf	4	✓	1751.9	212.5	100.0%	1.88x	2678
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C0	perf	1	✓	1708.2	46.5	100.0%	2.11x	659
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C1	perf	1	✓	1707.9	65.0	100.0%	2.34x	659
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C2	perf	1	✓	1706.7	64.9	100.0%	2.69x	659
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C3	perf	1	✓	1705.1	64.8	100.0%	3.04x	659
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C4	perf	1	✓	1704.0	64.9	100.0%	3.38x	659
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C5	perf	1	✓	1701.9	65.2	100.0%	3.57x	659
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C6	perf	1	✓	1700.6	65.1	100.0%	3.79x	659
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C7	perf	1	✓	1701.9	64.9	100.0%	3.86x	659
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C8	perf	20	✓	1753.4	340.1	100.0%	4.30x	13278
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C9	perf	5	✓	1745.9	249.7	100.0%	4.72x	3337
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C10	perf	10	✓	1733.4	363.1	100.0%	4.81x	6640
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C10	perf	20	✓	1732.3	335.9	100.0%	4.80x	13278
quantized_qwen38__test_parallel_batched_forwarding_27b	Qwen3.8-27B (hybrid dense)	-	-	C10	perf	40	✓	1718.7	439.5	100.0%	4.81x	26488
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	F16	perf	1	✓	8160.1	78.8	-	-	626
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	BF16	perf	1	✓	8307.4	79.5	-	-	626
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	BF16	perf	10	✓	10324.3	538.9	-	-	6310
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	Q8_0	perf	20	✓	9923.1	595.7	100.0%	1.88x	12620
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	Q4_0	perf	4	-	10141.4	217.3	100.0%	3.56x	2546
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	C0	perf	2	✓	9527.4	115.9	100.0%	1.98x	1292
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	C1	perf	2	✓	9540.1	116.6	100.0%	2.54x	1292
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	C2	perf	2	✓	9558.0	116.8	100.0%	2.74x	1292
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	C3	perf	2	✓	9490.2	118.3	100.0%	2.99x	1292
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	C4	perf	2	✓	9556.9	116.2	100.0%	3.41x	1292
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	C5	perf	2	✓	9528.9	115.2	100.0%	3.67x	1292
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	C6	perf	2	✓	9394.6	115.7	100.0%	4.17x	1292
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	C7	perf	2	✓	9533.8	120.0	100.0%	4.24x	1292
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	C9	perf	2	✓	9524.5	119.4	100.0%	5.31x	1292
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	BF16	perf	1	✓	8304.4	90.3	-	-	626
quantized_qwen3_moe__test_parallel_batched_forwarding	Qwen3-30B-A3B-Instruct-2507 (MoE, Q4_K_M)	-	-	Q4_0	perf	20	-	9907.0	582.3	100.0%	3.56x	12620
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	BF16	perf	1	✓	7175.2	101.7	-	-	659
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	BF16	perf	4	✓	7315.0	374.3	-	-	2678
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	Q8_0	perf	2	✓	7281.7	190.4	100.0%	1.88x	1358
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C0	perf	1	✓	7171.4	112.7	100.0%	2.20x	659
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C1	perf	1	✓	7084.9	107.6	100.0%	2.85x	659
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C2	perf	1	✓	7167.2	111.4	100.0%	3.26x	659
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C3	perf	1	✓	7157.9	109.4	100.0%	3.41x	659
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C4	perf	1	✓	7163.1	112.2	100.0%	3.72x	659
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C5	perf	1	✓	7139.9	107.9	100.0%	3.83x	659
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C6	perf	1	✓	7159.6	111.6	100.0%	4.50x	659
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C7	perf	1	✓	7163.9	110.5	100.0%	4.60x	659
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C8	perf	5	✓	7212.2	414.9	100.0%	5.13x	3337
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C9	perf	2	✓	7267.0	204.8	100.0%	5.89x	1358
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C10	perf	8	✓	7196.5	547.7	100.0%	6.23x	5316
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C10	perf	16	✓	7200.7	670.0	100.0%	6.20x	10618
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C10	perf	32	✓	7167.7	973.4	100.0%	6.21x	21202
quantized_qwen35_moe__test_parallel_batched_forwarding_35b	Qwen3.5-35B-A3B (hybrid MoE)	-	-	C10	perf	64	✓	7153.5	1187.7	100.0%	6.21x	42338
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	BF16	perf	1	✓	7310.2	103.7	-	-	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	BF16	perf	4	✓	7364.2	371.6	-	-	2678
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	Q8_0	perf	1	✓	7229.5	99.3	100.0%	1.88x	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C0	perf	1	✓	7211.3	107.4	100.0%	2.21x	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C1	perf	1	✓	7213.7	111.3	100.0%	2.80x	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C2	perf	1	✓	7228.3	112.8	100.0%	3.23x	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C3	perf	1	✓	7231.1	107.7	100.0%	3.40x	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C4	perf	1	✓	7177.6	108.1	100.0%	3.72x	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C5	perf	1	✓	7228.6	108.3	100.0%	3.81x	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C6	perf	1	✓	7224.8	105.7	100.0%	4.43x	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C7	perf	1	✓	7225.6	106.1	100.0%	4.52x	659
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C8	perf	5	✓	7269.0	415.7	100.0%	5.04x	3337
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C9	perf	2	✓	7327.9	201.1	100.0%	5.75x	1358
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C10	perf	8	✓	7239.6	566.7	100.0%	6.05x	5316
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C10	perf	16	✓	7264.7	690.9	100.0%	6.04x	10618
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C10	perf	32	✓	7226.1	977.4	100.0%	6.04x	21202
quantized_qwen36_moe__test_parallel_batched_forwarding_36_35b	Qwen3.6-35B-A3B (hybrid MoE)	-	-	C10	perf	64	✓	7218.2	1173.0	100.0%	6.04x	42338
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	BF16	prec	1	✓	577.7	66.1	-	-	713
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	BF16	prec	4	✓	1863.0	241.1	-	-	2894
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	BF16	prec	8	✓	1863.7	390.4	-	-	5748
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	BF16	prec	16	✓	1958.0	413.1	-	-	11482
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	BF16	prec	1	✓	1672.4	84.4	-	-	713
